business_name,address,phone,website,types,source_town,source_categories,rating,reviews,place_id,lat,lng
The Imp Cafe,"863 Albany Hwy, East Victoria Park WA 6101, Australia",0402 136 567,,"cafe,establishment,food,meal_takeaway,point_of_interest,restaurant,store",Albany,cafes,4.5,898,ChIJJ3WzG4G7MioRwKZJFvd20lk,-31.9852299,115.9033156
Harvest Espresso,"629 Albany Hwy, Victoria Park WA 6100, Australia",0466 107 157,https://social.quandoo.com/en/groups/harvest-espresso,"cafe,establishment,food,point_of_interest,restaurant,store",Albany,cafes,4.4,680,ChIJ6drBnoK7MioRftEWdk58mlg,-31.9800633,115.8999372
STOP Cafe & Catering,"132 Chester Pass Rd, Lange WA 6330, Australia",,http://www.stopcafe.com.au/,"cafe,establishment,food,point_of_interest,restaurant,store",Albany,cafes,4.4,55,ChIJjScYjCIhOSoRKU8bxDez3BI,-34.9933825,117.8742888
Canning River Cafe,"Kent St &, Queens Park Rd, Wilson WA 6107, Australia",(08) 9358 4884,http://www.canningrivercafe.com/,"cafe,establishment,food,point_of_interest,restaurant,store",Albany,cafes,4.2,1324,ChIJ_RIY5km8MioRi8AnpvV-3oQ,-32.0210223,115.9218452
Solomon Merchants,"4/21 Sanford Rd, Albany WA 6330, Australia",0482 039 575,http://solomonmerchants.com/,"cafe,establishment,food,grocery_or_supermarket,health,point_of_interest,store",Albany,"cafes,supermarkets and convenience stores",4.5,156,ChIJuRDWViQnOSoRbCEmpi69FVs,-35.015565,117.880259
White Elephant Cafe - Margaret River,"1 Gnarabup Rd, Gnarabup WA 6285, Australia",(08) 9757 1990,http://www.whiteelephantcafe.com.au/,"cafe,establishment,food,point_of_interest,restaurant,store",Albany,cafes,4.5,2375,ChIJb2E1IUGtLyoR-a6INweFt-E,-33.99064060000001,114.9912133
Bespoke Bar and Bistro,"400 Albany Hwy, Victoria Park WA 6100, Australia",0452 054 313,https://ozfoodhunter.com.au/bespoke-bar-and-bistro,"cafe,establishment,food,meal_takeaway,point_of_interest,restaurant,store",Albany,cafes,4.7,412,ChIJIfp-09y7MioRlN4OBIfzcMo,-31.9743384,115.8974774
Modus Coffee,"5/660 Albany Hwy, Victoria Park WA 6100, Australia",,http://modus.coffee/,"cafe,establishment,food,point_of_interest,restaurant,store",Albany,cafes,4.4,267,ChIJHyVxdZO7MioR-5y7fDZXf4E,-31.9807709,115.9007975
Dôme Café - East Victoria Park,"897 Albany Hwy, East Victoria Park WA 6101, Australia",(08) 9470 2221,http://www.domecoffees.com/,"cafe,establishment,food,point_of_interest,restaurant,store",Albany,cafes,4.1,936,ChIJydHQDIG7MioRvjJGJh1p6CE,-31.986816,115.904427
ATSARA CAFE,"15/366 Albany Hwy, Victoria Park WA 6100, Australia",0413 458 109,,"establishment,food,point_of_interest,restaurant",Albany,cafes,4.6,88,ChIJTXNwCqq7MioRxMH-46DcCGM,-31.9738529,115.8980081
The Prophet Lebanese Cafe,"907A Albany Hwy, East Victoria Park WA 6101, Australia",(08) 9361 1101,https://www.theprophetcafe.com.au/,"cafe,establishment,food,point_of_interest,restaurant,store",Albany,cafes,4.5,1218,ChIJwQSrvIC7MioR0ft_RdbqubY,-31.9874053,115.9047619
Santai² Cafe Perth,"1018 Albany Hwy, East Victoria Park WA 6101, Australia",0432 372 725,,"establishment,food,point_of_interest,restaurant",Albany,cafes,4.5,240,ChIJe-N-f2u7MioRW0kkSPdj57w,-31.9928223,115.9116069
Satchmo Café,"410 Fitzgerald St, North Perth WA 6006, Australia",0422 233 664,http://satchmocafe.com.au/,"cafe,establishment,food,point_of_interest,restaurant,store",Albany,cafes,4.5,765,ChIJNeELaba6MioRcuQ6itdCv_w,-31.9324888,115.8593173
Hilton Garden Inn Albany,"3 Toll Pl, Albany WA 6330, Australia",(08) 9872 9200,https://www.hilton.com/en/hotels/alhgigi-hilton-garden-inn-albany/?SEO_id=GMB-APAC-GI-ALHGIGI,"establishment,lodging,point_of_interest",Albany,hotels,4.4,543,ChIJGX5fnCMnOSoRydMBlUVMBfg,-35.0296488,117.8866398
Six Degrees Albany CBD Boutique Hotel,"70 Stirling Terrace, Albany WA 6330, Australia",(08) 6156 9281,https://sixdegreesalbany.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.1,356,ChIJo4DWqyUnOSoR-TjN2XPvjFc,-35.0270922,117.8862495
Dolphin Lodge Albany,"32 Adelaide Cres, Middleton Beach WA 6330, Australia",(08) 9841 6600,http://www.dolphinlodge.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.4,439,ChIJC8KrIEMnOSoRUa0qAyM5v_I,-35.0254237,117.912046
ibis Styles Albany,"369 Albany Hwy, Albany WA 6330, Australia",(08) 6834 8850,https://www.ibisstylesalbany.com/,"establishment,lodging,point_of_interest",Albany,hotels,3.6,544,ChIJ00U8pD0hOSoRkP3VD1pOVYo,-35.001321,117.8627678
Albany Bayview lodge,"38 Stirling Terrace, Albany WA 6330, Australia",(08) 9841 8848,http://www.albanybayview.com/,"establishment,lodging,point_of_interest",Albany,hotels,4,92,ChIJq9NKzycnOSoR7kBwHOKKkuU,-35.0270927,117.8867944
Pelicans Albany,"3 Golf Links Rd, Middleton Beach WA 6330, Australia",(08) 9841 7500,http://pelicansalbany.com/,"establishment,lodging,point_of_interest",Albany,hotels,4.5,257,ChIJ-fAfJkMnOSoR6Xf1DkMyp2I,-35.0251083,117.9123764
Mandala Ace Albany Hotel,"314 Albany Hwy, Albany WA 6330, Australia",(08) 9841 2911,https://mandalaacealbany.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.1,623,ChIJt2BTE-ohOSoRTUtGlu4b2vg,-35.0049092,117.8675894
SureStay Hotel by Best Western The Clarence on Melville,"191 Albany Hwy, Mount Melville WA 6330, Australia",(08) 9841 4144,https://www.theclarenceonmelville.com/,"establishment,lodging,point_of_interest",Albany,hotels,3.9,289,ChIJVxF7CishOSoRvRga5_Yad-8,-35.0143635,117.8738921
Motel Le Grande,"479 Albany Hwy, Albany WA 6330, Australia",(08) 9841 3600,http://www.legrande.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.5,457,ChIJTcV4Wg0hOSoRLT-bZOJ5R5E,-34.9909215,117.8551156
Sleepwell Motel,"270 Albany Hwy, Albany WA 6330, Australia",(08) 9841 7399,http://www.sleepwellmotel.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,3.7,400,ChIJmxd4fy8hOSoRFzM4DbVo4MA,-35.0083473,117.8696282
Country Comfort Amity Motel,"234 Albany Hwy, Albany WA 6330, Australia",(08) 9841 2200,http://www.amitymotel.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.2,322,ChIJBXE3uC4hOSoR41lL-vn6u34,-35.0112505,117.8715317
Kinsellas Water Views Accommodation Albany,"75 Festing St, Albany WA 6330, Australia",0499 489 857,,"establishment,lodging,point_of_interest",Albany,hotels,5,8,ChIJdfDUK1InOSoR38hq6Ba2R8s,-35.0264975,117.8711977
BIG4 Middleton Beach Holiday Park,"28 Flinders Parade, Middleton Beach WA 6330, Australia",(08) 9841 3593,https://www.big4middletonbeach.com.au/,"establishment,lodging,point_of_interest,rv_park",Albany,hotels,4.6,689,ChIJsQqWnFwnOSoRMk4_WAoSVc4,-35.0225437,117.9153666
The Beach House at Bayside,"33 Barry Ct, Albany WA 6330, Australia",0430 156 396,https://www.thebeachhouseatbayside.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.9,125,ChIJd-Eo6arYOCoR8cRcOqBlQ34,-35.0055623,117.9269263
Albany Motel & Apartments,"41 Frederick St, Albany WA 6330, Australia",(08) 9842 7670,https://www.albanymotel.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.3,377,ChIJO2SnAyUnOSoRtqnvpWIkO8Q,-35.0265847,117.886951
Saltair Luxury Accommodation,"56 Wylie Cres, Middleton Beach WA 6330, Australia",0417 270 756,http://www.saltair.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.6,54,ChIJXftt8EMnOSoR2IkHIQ2b7z4,-35.0244916,117.9082075
Rose Gardens Holiday Park,"45 Mermaid Ave, Emu Point WA 6330, Australia",(08) 6444 6500,http://www.rosegardensholidaypark.com.au/,"establishment,lodging,point_of_interest,rv_park",Albany,hotels,3.6,441,ChIJNft6d0vfOCoRApzUaM7467I,-34.9991035,117.9429092
Tasman Holiday Parks - Albany,"22 Wellington St, Centennial Park WA 6330, Australia",(08) 9841 4616,https://tasmanholidayparks.com/au/albany/?utm_source=google&utm_medium=organic&utm_campaign=gbp-albany,"campground,establishment,lodging,point_of_interest,rv_park",Albany,hotels,4.5,716,ChIJBYPasi4hOSoRioeqWKdwbEw,-35.0112501,117.8724171
Albany Holiday Units,"19/21 Golf Links Rd, Middleton Beach WA 6330, Australia",(08) 9841 7817,http://www.albanyholidayunits.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.4,156,ChIJo-LUWkMnOSoRLH_1j_-I7JE,-35.0231193,117.9121144
Dog Rock Motel,"303 Middleton Rd, Mount Clarence WA 6330, Australia",(08) 9845 7200,http://www.dogrockmotel.com.au/,"establishment,food,lodging,point_of_interest,restaurant",Albany,hotels,4.3,461,ChIJg41yny4nOSoRh7keccBjn-A,-35.0195291,117.8857108
Lilacs Waterfront villas & cottages,"151 Frenchman Bay Rd, Robinson WA 6330, Australia",(08) 9841 2390,https://www.lilacs.net.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.2,82,ChIJQ-RYjbkmOSoRYllp3J_Hve4,-35.0347202,117.8492291
Spencer Suites Albany,"69 Spencer St, Albany WA 6330, Australia",(08) 9842 8084,http://www.spencersuitesalbany.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.7,72,ChIJ_e8ReSUnOSoRMD_Ty6HzY5s,-35.02447799999999,117.887066
Quality Apartments Banksia Albany,"212 Albany Hwy, Albany WA 6330, Australia",(08) 9842 4111,http://www.banksiaalbany.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.4,170,ChIJAYqiri4hOSoR1wUbnQp8aS8,-35.0124816,117.8728637
Emu Point Motel,"1 Medcalf Parade, Emu Point WA 6330, Australia",(08) 9844 1001,http://www.emupointmotel.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.6,227,ChIJbZ79lk3fOCoREEY-kv0tIH4,-34.9986038,117.9376373
Albany Harbourside Apartments and Houses,"8 Festing St, Albany WA 6330, Australia",(08) 9842 1769,https://www.albanyharbourside.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,5,6,ChIJ0dOW_cAnOSoR8phC96wZ02M,-35.0278627,117.879077
Albany Waves,"14 Marine Terrace, Middleton Beach WA 6330, Australia",0437 371 565,https://albanywaves.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.6,25,ChIJz5_TxlwnOSoR0wzCptEZ8Ck,-35.0238509,117.9140757
Emu Beach Chalets,"9 Medcalf Parade, Emu Point WA 6330, Australia",(08) 9844 8889,http://www.emubeachchalets.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.4,129,ChIJnyhfp1LfOCoRQgl4qsgtfWs,-35.0006497,117.9366775
Albany Central Apartments,"41 Collie St, Albany WA 6330, Australia",(08) 6850 0833,https://www.albanycentralapartments.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.1,33,ChIJuTmvPCYnOSoRl1VSpAsno3A,-35.0257974,117.8818944
BIG4 Emu Beach Holiday Park,"8 Medcalf Parade, Emu Point WA 6330, Australia",(08) 9844 1147,http://www.big4emubeach.com.au/,"campground,establishment,lodging,point_of_interest,rv_park",Albany,hotels,4.6,1102,ChIJVSqtsUzfOCoRK3Y2J7ACbHg,-35.0000834,117.9382118
Albany Harbourside Apartments and Houses - Earl Street Apartments,"15 Earl St, Albany WA 6330, Australia",(08) 9842 1769,https://www.albanyharbourside.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.6,8,ChIJDRU4MjsnOSoRyRSV5I0Y7Ks,-35.0267332,117.8900095
Waratah,"212 Albany Hwy, Goode Beach WA 6330, Australia",,,"establishment,point_of_interest",Albany,hotels,,,ChIJhzL27yshOSoRb9_Gpmc-vEA,-35.012947,117.872958
Three Chimneys Bed & Breakfast,"32 Spencer St, Albany WA 6330, Australia",0427 634 015,http://www.threechimneysbandb.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.7,26,ChIJCRLT-iQnOSoRs8KTAdF7_0E,-35.0269409,117.8874131
Salt 112,"112 Middleton Rd, Middleton Beach WA 6330, Australia",0417 270 756,http://www.salt112.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,5,5,ChIJ2-YFN0snOSoRVe7k_dNMVMo,-35.0209866,117.9059741
Mill View Link,"181 Grey St W, Albany WA 6330, Australia",0447 284 487,https://www.millviewlink.com.au/,"establishment,lodging,point_of_interest,real_estate_agency",Albany,hotels,4.5,25,ChIJNbzPISgnOSoRVjnnlSxm3XA,-35.02492,117.87825
Albany Foreshore Guest House,"86 Stirling Terrace, Albany WA 6330, Australia",0412 704 794,http://www.albanyforeshoreguesthouse.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.3,59,ChIJtbtrSyQnOSoRKoErCHAekSw,-35.0269352,117.8855603
Albany Bayside Villas,"17 Dillon Cl, Albany WA 6330, Australia",1800 335 995,http://www.albanybaysidevillas.com/,"establishment,lodging,point_of_interest",Albany,hotels,4.6,27,ChIJk_MAWarYOCoRn2hEoHKvzJI,-35.00641239999999,117.9267597
Middleton Mews No. 9,"182-184 Middleton Rd, Mira Mar WA 6330, Australia",0447 284 487,https://albanyholidayaccommodation.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.6,16,ChIJb5E6xZEnOSoRbHbFQonrjzc,-35.0177613,117.8995585
Hanover Bay Apartments Albany,"3 Festing St, Albany WA 6330, Australia",0429 389 062,https://www.hanoverbay.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.6,21,ChIJKWqwnycnOSoRx_ASgCZpSX8,-35.0282282,117.8793924
Cusack's of Albany,"11 Hall Rise, Yakamia WA 6330, Australia",(08) 9842 5602,,"establishment,lodging,point_of_interest",Albany,hotels,5,11,ChIJiwB8HNkgOSoRngRVRsw24JE,-35.0018,117.8813
1849 Backpackers,"45 Peels Pl, Albany WA 6330, Australia",(08) 9841 1574,https://us2.cloudbeds.com/reservation/u6XHh6,"establishment,lodging,point_of_interest",Albany,"hotels,sporting clubs",3.8,319,ChIJJ91UDCYnOSoRugGiQ3UT9RU,-35.0259995,117.8828636
Middleton Views,"64 Hare St, Middleton Beach WA 6330, Australia",,https://www.middletonviews.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.3,6,ChIJa2oQ2kwnOSoRqUI8oqUfRzM,-35.0261936,117.9084916
Sunrise House,"166 Bay View Dr, Little Grove WA 6330, Australia",0458 632 416,https://www.waholidayguide.com.au/sunrise-house#lg=1&slide=14,"establishment,lodging,point_of_interest",Albany,hotels,5,23,ChIJA0mYQqsnOSoRge1KUsy2YlM,-35.0627427,117.8695244
Park Avenue Holiday Units,"13 Golf Links Rd, Middleton Beach WA 6330, Australia",(08) 9842 5242,http://www.parkavenueholidayunits.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.2,66,ChIJDeaKQUMnOSoRqGH7reohSSw,-35.0239145,117.9123961
Big Grove B&B,"15 Panorama Rd, Big Grove WA 6330, Australia",(08) 9844 4423,https://sites.google.com/view/big-grove-bed-and-breakfast/home?fbclid=IwY2xjawKjpjIBHRF6Ydza7iSr-0eGD5DEez9hdV3GuglxWaYVeD0TasgikK6NMb-SJDnb9A,"establishment,lodging,point_of_interest",Albany,hotels,4.9,24,ChIJXTjngMsnOSoReIURmsBsVQA,-35.080831,117.881861
Vancouver's End by the BnB Collection,"94 Vancouver St, Albany WA 6330, Australia",(08) 9842 4111,,"establishment,lodging,point_of_interest",Albany,hotels,,,ChIJSTokQdcmOSoRARl3Ec8aeOM,-35.02637199999999,117.873327
Alfra 23,"23 Festing St, Albany WA 6330, Australia",0402 780 395,,"establishment,lodging,point_of_interest",Albany,hotels,,,ChIJ9as6b9gmOSoRrIDMOFaUH10,-35.02834,117.876976
Harbourside Motel,"77 Frenchman Bay Rd, Mount Elphinstone WA 6330, Australia",(08) 9841 4688,,"establishment,lodging,point_of_interest",Albany,hotels,4.3,68,ChIJwzTvArYmOSoR4RwYuFLaEwA,-35.0276039,117.8545117
Middleton Bay Retreat,"20 Barry Ct, Collingwood Park WA 6330, Australia",0427 552 588,https://www.booking.com/Pulse-4cQ9fq,"establishment,lodging,point_of_interest",Albany,hotels,4.6,16,ChIJtd4P8qrYOCoRau4a7sVbdNI,-35.006278,117.9266553
Emu Point Beach Cottages,"18 Hunter St, Emu Point WA 6330, Australia",0413 355 736,http://www.emupointbeachcottages.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,4,8,ChIJK1ltiEvfOCoRxyMp1GsnL8Y,-34.9968719,117.9425761
C'est La Vie B&B,"36 McLeod St, Mira Mar WA 6330, Australia",0429 412 424,https://cestlavie.traveleto.com/,"establishment,lodging,point_of_interest",Albany,hotels,3.9,22,ChIJ2Txs3UgnOSoRNvTJI92HzNA,-35.0171317,117.9062479
Balneaire Seaside Resort,"21 Adelaide Cres, Middleton Beach WA 6330, Australia",(08) 9842 2877,https://balneaire-seaside-resort.wcom.au/,"establishment,lodging,point_of_interest",Albany,hotels,4.2,35,ChIJD-Mz0EInOSoRnhNJ6Q0iOWc,-35.0257806,117.9128509
Ocean Mist Villa,"6330/24 Barry Ct, Collingwood Park WA 6330, Australia",(08) 9844 3540,http://www.oceanmistvilla.com.au/,"establishment,lodging,point_of_interest,real_estate_agency,travel_agency",Albany,hotels,4.3,4,ChIJbxoF8arYOCoRWuKBBjHD6bk,-35.0060328,117.9268729
Vancouver Views,"44 Vancouver St, Albany WA 6330, Australia",,,"establishment,point_of_interest",Albany,hotels,,,ChIJjQyDHCgnOSoRGLo3emzRoaA,-35.0254421,117.8783772
Acclaim Albany Holiday Park,"550 Albany Hwy, Albany WA 6330, Australia",(08) 9841 7800,http://www.acclaimparks.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,3.6,266,ChIJLWcbEnUhOSoRcFnknFcptMI,-34.98382,117.85242
Golf and Beach Retreat,"18 Barry Ct, Collingwood Park WA 6330, Australia",0419 048 724,,"establishment,lodging,point_of_interest",Albany,hotels,4.8,4,ChIJvTyG9KrYOCoRVw01dH437Do,-35.0063206,117.9265319
Albany Backpackers,"Stirling Terrace &, Spencer St, Albany WA 6330, Australia",(08) 9841 8848,http://www.albanybackpackers.com/,"establishment,lodging,point_of_interest",Albany,hotels,4,38,ChIJ7ZTY9iQnOSoRrZUPc2K17JU,-35.02725,117.8869303
Nisus View,"3 Nisus View, Mount Melville WA 6330, Australia",0447 284 487,http://www.millviewlink.com.au/,"establishment,lodging,point_of_interest",Albany,hotels,,,ChIJU6c1xr0nOSoRVSRVvhfDnCU,-35.0178557,117.8758298
Woody Grange Chalets,"208 Willyung Rd, Albany WA 6330, Australia",(08) 9844 3458,http://www.woodygrangechalets.com.au/,"establishment,lodging,point_of_interest,real_estate_agency,travel_agency",Albany,hotels,4.8,9,ChIJETCF1dIhOSoRVa81VqaFWGU,-34.9423069,117.8778795
bp,"35 Albany Hwy, Albany WA 6330, Australia",(08) 9841 5411,https://map.bp.com/en-AU/AU/gas-station/albany/bp-albany-allway-motors/1862,"establishment,gas_station,point_of_interest",Albany,service stations,3.8,103,ChIJR0-LcCknOSoRVYKoXNJGI6A,-35.0205,117.882
Ampol Foodary Cannington,"1346 Albany Hwy, Cannington WA 6107, Australia",(08) 9458 7187,https://locations.ampol.com.au/en/ampol-foodary-cannington,"cafe,convenience_store,establishment,food,gas_station,point_of_interest,store",Albany,service stations,3.3,176,ChIJEThrHC68MioRs7uoUAcFf6U,-32.0175208,115.9349972
Ampol Foodary Albany North,"204 North Rd, Albany WA 6330, Australia",(08) 9841 3809,https://locations.ampol.com.au/en/ampol-foodary-albany-north,"cafe,convenience_store,establishment,food,gas_station,point_of_interest,store",Albany,service stations,4.1,88,ChIJl_9HSCYhOSoRxfgfI-aMCk0,-35.0055463,117.8744266
"United Petroleum East Victoria Park, WA","916 Albany Hwy, East Victoria Park WA 6101, Australia",(08) 6336 7757,https://servicestations.unitedpetroleum.com.au/location/united-east-victoria-park-wa?utm_content=United+Petroleum+East+Victoria+Park%2C+WA&utm_campaign=Google+My+Business&utm_medium=organic&utm_source=google&utm_term=plcid_3918369767055999818,"convenience_store,establishment,food,gas_station,point_of_interest,store",Albany,service stations,3.8,122,ChIJP06uVIe7MioRxHkSQhXUdqc,-31.987793,115.905462
United Petroleum Albany Central (Unmanned),"309 Albany Hwy, Albany WA 6330, Australia",1300 383 587,https://servicestations.unitedpetroleum.com.au/location/united-albany-central?utm_content=United+Petroleum+Albany+Central+%28Unmanned%29&utm_campaign=Google+My+Business&utm_medium=organic&utm_source=google&utm_term=plcid_1409986969727729809,"establishment,gas_station,point_of_interest",Albany,service stations,3.3,56,ChIJ3w3s0SQhOSoRiXRSJjggvYs,-35.0056713,117.8667778
Caltex Mt Melville,"317 Albany Hwy, Albany WA 6330, Australia",0482 187 849,http://www.caltex.com/au/find-a-station/mtmelville.html,"convenience_store,establishment,food,gas_station,point_of_interest,store",Albany,service stations,4.3,141,ChIJeYaPWTshOSoRB7n5if78Y-s,-35.0046179,117.8662276
Shell,"1128/1132 Albany Hwy, Bentley WA 6102, Australia",(08) 6287 9094,https://find.shell.com/au/fuel/10111174-shell-reddy-express-bentley/en_AU,"establishment,gas_station,point_of_interest",Albany,service stations,3.7,167,ChIJhzEddWy8MioRSmzkMXBiDPk,-32.0006369,115.918715
OMG Metro Albany,"269 York St, Albany WA 6330, Australia",0470 480 931,https://metropetroleum.com.au/,"establishment,gas_station,point_of_interest",Albany,service stations,4.4,10,ChIJt4GK8HcnOSoRmwfdPtFW7e0,-35.0218779,117.8830072
Petro Fuels Albany,"250 Albany Hwy, Centennial Park WA 6330, Australia",(08) 9841 1757,,"establishment,gas_station,point_of_interest",Albany,service stations,4.5,78,ChIJX0D7f3AhOSoR9xIkCPJ00e0,-35.0098953,117.8704508
Caltex Bentley,"Unit 1/1163 Albany Hwy, Bentley WA 6102, Australia",0482 184 949,https://www.caltex.com/au/en.html,"establishment,gas_station,point_of_interest",Albany,service stations,3.5,45,ChIJexaQUq29MioRgNLoFfaQUxE,-32.0041286,115.9202978
EG Ampol Brooks Garden,"5 Brooks Garden Blvd, Lange WA 6330, Australia",(08) 6830 1068,https://www.eg-australia.com/,"establishment,gas_station,point_of_interest",Albany,service stations,4,63,ChIJj-8cxgIhOSoR8gBHRMYGUHw,-34.9887061,117.8762208
Ampol Albany Diesel Stop,"90 Menang Dr, Willyung WA 6330, Australia",1800 240 398,https://locations.ampol.com.au/en/ampol-albany-diesel-stop,"establishment,gas_station,point_of_interest",Albany,service stations,3.8,10,ChIJ_ZZ9HU8gOSoRWktF8cpz55g,-34.9601208,117.8867291
United Petroleum Whalley's Beachway Cafe (Mira Mar - Abany),"225 Middleton Rd, Mira Mar WA 6330, Australia",(08) 9842 8890,https://servicestations.unitedpetroleum.com.au/location/united-whalleys-beachway-cafe-mira-mar-abany?utm_content=United+Petroleum+Whalley%27s+Beachway+Cafe+%28Mira+Mar+-+Abany%29&utm_campaign=Google+My+Business&utm_medium=organic&utm_source=google&utm_term=plcid_15569906642487909640,"cafe,establishment,food,gas_station,point_of_interest,store",Albany,service stations,4.4,93,ChIJc-K_FTInOSoRbfDDSBX3Eks,-35.0169103,117.8912276
Shell,"225 Albany Hwy, Albany WA 6330, Australia",(08) 9841 3586,,"establishment,gas_station,point_of_interest",Albany,service stations,1,1,ChIJzSakqC4hOSoRve69XsjZ8-4,-35.0124175,117.8714589
bp Truckstop,"Lot 72/Lot 72 Lot 72/Lot 72 Copal Rd, Willyung WA 6330, Australia",(08) 9844 3243,https://map.bp.com/en-AU/AU/gas-station/albany/bp-opt-albany/5425,"establishment,gas_station,point_of_interest",Albany,service stations,4.5,2,ChIJu0meZkggOSoR35zWSi0ulbY,-34.9545,117.8897
bp,"27 Angove Rd, Spencer Park WA 6330, Australia",(08) 9841 3813,https://map.bp.com/en-AU/AU/gas-station/albany/bp-spencer-park-albany/6690,"establishment,gas_station,point_of_interest",Albany,service stations,4.2,41,ChIJQxeswcogOSoRnTY2vvCuUW4,-35.0091,117.8994
Shell Reddy Express Albany Orana,"342/346 Albany Hwy, Orana WA 6330, Australia",(08) 6834 8852,https://www.reddyexpress.com.au/stores?utm_source=extnet&utm_medium=yext&utm_campaign=2720,"convenience_store,establishment,food,gas_station,point_of_interest,store",Albany,service stations,4.3,31,ChIJNQgR1UAhOSoRC45-ESrTmSw,-35.0026212,117.8654381
Fueltech Highway,"225 Albany Hwy, Mount Melville WA 6330, Australia",(08) 9841 3586,,"cafe,car_wash,convenience_store,establishment,food,point_of_interest,store",Albany,service stations,3.5,16,ChIJiYGvpS4hOSoRYICGKr4ttEk,-35.0124745,117.8714022
Shell,"629 Lower King Rd, Lower King WA 6330, Australia",(08) 9844 7147,https://find.shell.com/au/fuel/10111566-shell-lower-king/en_AU,"establishment,gas_station,point_of_interest",Albany,service stations,4.5,44,ChIJ74K35pnfOCoR7iLE4cVriso,-34.949368,117.943731
Ampol Albany Depot,"90/634 Menang Dr, Willyung WA 6330, Australia",(08) 6314 4301,https://locations.ampol.com.au/en/albany-depot,"establishment,point_of_interest",Albany,service stations,,,ChIJVVUf8JkhOSoRLNbpX_KO5So,-34.9601201,117.8867444
Vibe Welshpool,"124 Welshpool Rd, Welshpool WA 6106, Australia",(08) 9358 0260,http://www.vibepetroleum.com/,"convenience_store,establishment,food,gas_station,meal_takeaway,point_of_interest,restaurant,store",Albany,service stations,3.2,84,ChIJWyOHvxG8MioRZPtAFwpzSh4,-31.99432209999999,115.9306677
Albany Plaza,"42 Albany Hwy, Albany WA 6330, Australia",(08) 9505 9008,http://www.albanyplaza.com.au/,"establishment,point_of_interest,shopping_mall,store",Albany,"service stations,supermarkets and convenience stores",4,1326,ChIJ6eQhXiknOSoRAJ85IxN8DAQ,-35.0196249,117.8826811
Vibe Ascot,"268-282 Great Eastern Hwy, Ascot WA 6104, Australia",(08) 9277 6806,http://vibepetroleum.com/,"convenience_store,establishment,food,gas_station,point_of_interest,store",Albany,service stations,3.8,198,ChIJta3_ZjK6MioRehRryRx4h-g,-31.9358266,115.9344463
Shell,"258 Middleton Rd, Albany WA 6330, Australia",(08) 9842 8890,,"establishment,gas_station,point_of_interest",Albany,service stations,,,ChIJmdXBFTInOSoRE_kL8n0zMG8,-35.0169341,117.8911198
Burrata Wood Fired Cafe,"1/90 Frederick St, Albany WA 6330, Australia",(08) 6830 1907,https://www.facebook.com/profile.php?id=61550472069770,"cafe,establishment,food,point_of_interest",Albany,takeaway food,4.7,242,ChIJPQMKnKknOSoRsAKc1DsrM9c,-35.0258625,117.8854022
La Pâtisserie Cottage,"55 Peels Pl, Albany WA 6330, Australia",0487 767 175,http://lapatisseriecottage.com.au/,"cafe,establishment,food,point_of_interest",Albany,takeaway food,4.9,15,ChIJDcpr_EQnOSoRNcUmOpRt0N0,-35.0262005,117.8824952
Bred co Sourdough Bakery,"1/15 Albany Hwy, Albany WA 6330, Australia",(08) 9842 6379,http://bredco.com.au/,"bakery,establishment,food,point_of_interest,store",Albany,takeaway food,4.2,505,ChIJneSfkQIhOSoRvdYXRrnc-SM,-35.0210057,117.8827665
The Little Larder Co,"3/326 Middleton Loop, Albany WA 6330, Australia",,https://www.facebook.com/share/17koLW8nPM/?mibextid=wwXIfr,"bakery,establishment,food,point_of_interest,store",Albany,takeaway food,4.8,11,ChIJGW6zSwAnOSoR-UAtkE4Zm9s,-35.019856,117.8846595
